,User,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
386,@nytimes,"RT @nytimes: Jyoti Kumari, the 15-year-old daughter of a migrant laborer, biked 700 miles across India to bring her father home after he wa…",Fri May 22 18:58:27 +0000 2020,0.0,0.0,1.0,0.0,387
387,@nytimes,RT @nytimes: Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the coronavirus a…,Fri May 22 18:58:26 +0000 2020,0.2732,0.119,0.881,0.0,388
388,@nytimes,"@_kerijohnson @nytimes This is great, Keri!!",Fri May 22 18:58:08 +0000 2020,0.6892,0.484,0.516,0.0,389
389,@nytimes,RT @JerylBier: I must say it's a little odd that the Pulitzer Prize winning creator of the 1619 Project for the @NYTimes can take on 400 ye…,Fri May 22 18:58:04 +0000 2020,0.6901,0.205,0.734,0.061,390
390,@nytimes,"RT @nytimes: Former president Bill Clinton and the author James Patterson are writing a second book together, this one about a former U.S.…",Fri May 22 18:57:42 +0000 2020,0.0,0.0,1.0,0.0,391
391,@nytimes,@kayleighmcenany just gave the press their marching orders! Looking forward to some answers @CNN @NBC @CBS @WSJ… https://t.co/P4R3D3c3zt,Fri May 22 18:57:11 +0000 2020,0.0,0.0,1.0,0.0,392
392,@nytimes,@LGBTCenterNYC @DebonairPierre @nytimes We should have one- Pride is initially a protest. Who decide that we cannot… https://t.co/HDjZdJA5dl,Fri May 22 18:56:59 +0000 2020,0.1027,0.118,0.784,0.098,393
393,@nytimes,RT @nytimes: Coronavirus patients who received the anti-malaria drugs promoted by President Trump were more likely to have abnormal heart r…,Fri May 22 18:56:53 +0000 2020,0.4215,0.123,0.877,0.0,394
394,@nytimes,RT @nytimes: Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the coronavirus a…,Fri May 22 18:56:41 +0000 2020,0.2732,0.119,0.881,0.0,395
395,@nytimes,"RT @nytimes: In Opinion

""The Chinese Communist Party is ambitious, and it is impatient. It doesn’t just want to control Hong Kong; it want…",Fri May 22 18:56:41 +0000 2020,0.5994,0.242,0.683,0.075,396
396,@nytimes,@Lattif @MPyusufhassan @nytimes Minal faiziiin bro,Fri May 22 18:56:38 +0000 2020,0.0,0.0,1.0,0.0,397
397,@nytimes,"@mandy128530 @nytimes Dude, in British times, HKers even don’t have the right to elect their leader... They are the… https://t.co/w7LO87oxgU",Fri May 22 18:56:34 +0000 2020,0.0,0.0,1.0,0.0,398
398,@nytimes,"@nytimes THE NEW YORK SLIMES- DEMOCRATIC LIES, PROPAGANDA AND FAKE NEWS. GARBAGE. GOOD FOR TOILET PAPER.",Fri May 22 18:56:33 +0000 2020,-0.7555,0.141,0.466,0.392,399
399,@nytimes,via ⁦@nytimes⁩ plastic Pence has his way. Open religious meeting building doors and hallelujah🎶all will be OK😷 https://t.co/r2sKpIOiei,Fri May 22 18:56:21 +0000 2020,0.7865,0.24,0.76,0.0,400
400,@nytimes,RT @DCoronell: Columna de hoy en @nytimes Beyond Rotten Apples: The Colombian Military Intelligence Needs to Be Reformed https://t.co/nP1vx…,Fri May 22 18:56:18 +0000 2020,-0.0516,0.132,0.726,0.141,401
401,@nytimes,RT @nytimes: The scientist and former pharmaceutical executive leading President Trump’s efforts to develop a coronavirus vaccine is now tr…,Fri May 22 18:56:06 +0000 2020,0.0,0.0,1.0,0.0,402
402,@nytimes,@RealDocOx @FreedomInquiry @nytimes ... Definitely not a Doctor...😳 https://t.co/AKuvwf7VdV,Fri May 22 18:56:05 +0000 2020,0.4019,0.213,0.787,0.0,403
403,@nytimes,"@HeartlandFor @nytimes Yet "" grab them by the p&lt;ssy"" didn't offend you? SMH I'm done with Republican's enablers",Fri May 22 18:55:59 +0000 2020,0.5255,0.215,0.785,0.0,404
404,@nytimes,"@unsorsodicorda @roydanroy @nytimes Thank you. Yes, the preprint will be on #MedarXiv next week. We are finalizing it.",Fri May 22 18:55:59 +0000 2020,0.6369,0.245,0.755,0.0,405
405,@nytimes,"RT @nytimes: Jyoti Kumari, the 15-year-old daughter of a migrant laborer, biked 700 miles across India to bring her father home after he wa…",Fri May 22 18:55:49 +0000 2020,0.0,0.0,1.0,0.0,406
406,@nytimes,"RT @americanpro1: @TheSunUS @TheRISEofROD Clinton's war on morality ...
@QUBAlumni @QUBelfast @nytimes @Independent @guardian @SkyNewsBreak…",Fri May 22 18:55:49 +0000 2020,-0.5994,0.0,0.782,0.218,407
407,@nytimes,@nytimes Why is the criminal Michael Flynn being set free if he pled guilty to a lesser crime so his son and himsel… https://t.co/iSwWR8QjJe,Fri May 22 18:55:44 +0000 2020,-0.7506,0.1,0.606,0.294,408
408,@nytimes,RT @michaeljknowles: This is the Pulitzer Prize-winning @nytimes journalist behind the anti-historical 1619 Project. https://t.co/jy9XQstoeo,Fri May 22 18:55:29 +0000 2020,0.0,0.0,1.0,0.0,409
409,@nytimes,@nytimes Nothing burger,Fri May 22 18:55:22 +0000 2020,0.0,0.0,1.0,0.0,410
410,@nytimes,"@michaeljknowles @nytimes So... is Rachel Dolezal political black, then?",Fri May 22 18:55:15 +0000 2020,0.0,0.0,1.0,0.0,411
411,@nytimes,@kennewickmike @nytimes Fake news,Fri May 22 18:54:48 +0000 2020,-0.4767,0.0,0.492,0.508,412
412,@nytimes,@nytimes @HillaryClinton made the mistake of taking people of color for granted.  Now @JoeBiden is doing it.  Pleas… https://t.co/bNqDJBCgHq,Fri May 22 18:54:40 +0000 2020,-0.1027,0.093,0.794,0.112,413
413,@nytimes,"“The pandemic has brought home just how great a responsibility we bear toward the future, and also how inadequate o… https://t.co/JKJRbjnozC",Fri May 22 18:54:20 +0000 2020,0.34,0.159,0.736,0.105,414
414,@nytimes,"@dpecchia @HeidiBearKaye1 @ukmav @Veganella_ @Rumagnolvert @nytimes Davey: ""I love it when people talk about subsid… https://t.co/Q3yT5REKz0",Fri May 22 18:54:11 +0000 2020,0.6369,0.219,0.781,0.0,415
415,@nytimes,"RT @GCBCoalition: 🗽 #S386IsGoodForAmerica 🇺🇸

👉 ASK @SenatorDurbin, WHY IS HE BLOCKING?

@ahauslohner @Washingtonpost @MarlenGarcia777 @Sun…",Fri May 22 18:54:08 +0000 2020,0.0173,0.132,0.738,0.13,416
416,@nytimes,RT @nytimes: Joe Biden said on Friday that black voters torn between voting for him or President Trump “ain’t black.” His comments came at…,Fri May 22 18:53:53 +0000 2020,-0.25,0.0,0.92,0.08,417
417,@nytimes,@nytimes Fake news.,Fri May 22 18:53:50 +0000 2020,-0.4767,0.0,0.392,0.608,418
418,@nytimes,"@nytimes She is a lying fraud, I would look at the Trump folks closely",Fri May 22 18:53:44 +0000 2020,-0.802,0.0,0.625,0.375,419
419,@nytimes,"RT @GCBCoalition: 🗽 #S386IsGoodForAmerica 🇺🇸

👉 ASK @SenatorDurbin, WHY IS HE BLOCKING?

@ahauslohner @Washingtonpost @MarlenGarcia777 @Sun…",Fri May 22 18:53:38 +0000 2020,0.0173,0.132,0.738,0.13,420
420,@nytimes,@nytimes Trump who got addicted to the drug is much more vulnerable to the associated risks &amp; requires close clinical monitoring.,Fri May 22 18:53:27 +0000 2020,-0.5095,0.0,0.816,0.184,421
421,@nytimes,@nytimes @baltimoresun @LAist @thesouthern Reflects directly the economic conditions of poor. High end (rich) nursi… https://t.co/b7qRo7MVFR,Fri May 22 18:53:12 +0000 2020,0.128,0.174,0.676,0.15,422
422,@nytimes,RT @nytimes: New York City’s commercial property owners are reporting a steep rise in unpaid rent by companies with office or retail space.…,Fri May 22 18:52:53 +0000 2020,0.0,0.0,1.0,0.0,423
423,@CNN,@realDonaldTrump @FoxNews @CNN How much disinfectant have you drank?,Fri May 22 19:14:36 +0000 2020,0.0,0.0,1.0,0.0,424
424,@CNN,@CNN again..I believe that my stimulus cares congress approved monies (trump doesn't give a fuk) went to pay for Me… https://t.co/TIOkvf82gX,Fri May 22 19:14:36 +0000 2020,0.6597,0.23,0.714,0.056,425
425,@CNN,@jrlaco11 @CNN Churches are non essential and provide no real service other than faith based.,Fri May 22 19:14:35 +0000 2020,0.1531,0.156,0.722,0.122,426
426,@CNN,RT @Paul_VanDerMeer: @realDonaldTrump @FoxNews @CNN Why doesn't @FoxNews put op your picture. It will save a lot of lives. https://t.co/NsE…,Fri May 22 19:14:28 +0000 2020,0.4939,0.144,0.856,0.0,427
427,@CNN,"@realDonaldTrump @FoxNews @CNN Roger A is looking up,....from the pits of hell.",Fri May 22 19:14:23 +0000 2020,-0.6808,0.0,0.705,0.295,428
428,@CNN,@CNN Too bad they weren’t locked inside.,Fri May 22 19:14:23 +0000 2020,-0.5423,0.0,0.632,0.368,429
429,@CNN,@CNN Living life in the edge ... Literally,Fri May 22 19:14:22 +0000 2020,0.0,0.0,1.0,0.0,430
430,@CNN,"@CNN Hallelujah, Praise be to Jesus, Take me now 🙏 ..... Do i still have to give the good pastor my money?",Fri May 22 19:14:21 +0000 2020,0.8885,0.344,0.656,0.0,431
431,@CNN,"RT @CNN: Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the highest number…",Fri May 22 19:14:20 +0000 2020,0.25,0.077,0.923,0.0,432
432,@CNN,@CNN Trumps Portrait... https://t.co/KPXsyIYDHd,Fri May 22 19:14:16 +0000 2020,0.0,0.0,1.0,0.0,433
433,@CNN,"@ananavarro @CNN I was heartbroken over my grandmother dying in a nursing home after Cuomo's repopulating order, bu… https://t.co/Vs78OWQ6VZ",Fri May 22 19:14:16 +0000 2020,-0.6486,0.0,0.807,0.193,434
434,@CNN,"@realDonaldTrump @FoxNews @CNN Donny, you sound desperate.  You should be. BYEDON2020",Fri May 22 19:14:14 +0000 2020,-0.3182,0.0,0.813,0.187,435
435,@CNN,@leefo2u @LeeHolly81 @realDonaldTrump @FoxNews @CNN Hehehehe they don’t show face,Fri May 22 19:14:14 +0000 2020,0.0,0.0,1.0,0.0,436
436,@CNN,"RT @CNN: Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of states that hav…",Fri May 22 19:14:11 +0000 2020,0.0,0.0,1.0,0.0,437
437,@CNN,@realDonaldTrump @FoxNews @CNN Why dont you take a look at other leaders twitter feed it would give you an idea of… https://t.co/2bbXvqLmu6,Fri May 22 19:14:09 +0000 2020,0.0,0.0,1.0,0.0,438
438,@CNN,@Null_Prime @sergio69742580 @realDonaldTrump @FoxNews @CNN not me I am not even in america and i don't vote where I… https://t.co/sz7wIJfsLi,Fri May 22 19:14:07 +0000 2020,0.0,0.0,1.0,0.0,439
439,@CNN,"RT @profgalloway: Part 2 

Big tech will come into education, not because they want to, but because they have to w/ @andersoncooper @drsanj…",Fri May 22 19:14:07 +0000 2020,-0.0286,0.0,0.952,0.048,440
440,@CNN,@mariokiller64 @d1p70 @gaynor_gregory @TrippettaRaffe @Cliff_M85 @EmberStudio1 @CNN Lol i didn’t have to do a study… https://t.co/pI4ikxiby8,Fri May 22 19:13:54 +0000 2020,0.4215,0.157,0.843,0.0,441
441,@CNN,@CNNnewsroom @CNN So grateful you are there. We need some honesty . Now the press speaker is the new robot.,Fri May 22 19:13:46 +0000 2020,0.7944,0.282,0.718,0.0,442
442,@CNN,@realDonaldTrump @FoxNews @CNN Here you go. ✌🏼 46 is less than 51 meaning you're losing. 48 is greater than 40% mea… https://t.co/aOvAyIboi4,Fri May 22 19:13:41 +0000 2020,0.4767,0.182,0.735,0.083,443
443,@CNN,"RT @CNN: A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam District https:…",Fri May 22 19:13:38 +0000 2020,0.0,0.0,1.0,0.0,444
444,@CNN,"@realDonaldTrump @FoxNews @CNN First off, that lost soul is looking up not down. Just like you will be for all your… https://t.co/Rp7SRyx8MP",Fri May 22 19:13:38 +0000 2020,-0.5283,0.0,0.819,0.181,445
445,@CNN,@realDonaldTrump @FoxNews @CNN winning https://t.co/LqK7bDLRD6,Fri May 22 19:13:38 +0000 2020,0.5267,0.459,0.541,0.0,446
446,@CNN,@izabella1955 @realDonaldTrump @FoxNews @CNN https://t.co/mNyclH4bJj,Fri May 22 19:13:37 +0000 2020,0.0,0.0,1.0,0.0,447
447,@CNN,@CNN @realDonaldTrump Don't forget to take your husband to church on Sunday.,Fri May 22 19:13:32 +0000 2020,0.1695,0.132,0.868,0.0,448
448,@CNN,"@Jfred75 @TinMann00 @CNN CNN has never done one positive Trump story. It’s not reporting news, just reporting leftist bias news.",Fri May 22 19:13:32 +0000 2020,-0.5145,0.0,0.806,0.194,449
449,@CNN,@Harpua71 @Faith18Shields @lmsimon4 @GerMcK1976 @CNN Let’s keep it that way skippy,Fri May 22 19:13:23 +0000 2020,0.0,0.0,1.0,0.0,450
450,@CNN,@MarinusShelley @AColdBeer2 @BurrissRebecca @CNN Because you’re islamophobic,Fri May 22 19:13:14 +0000 2020,0.0,0.0,1.0,0.0,451
451,@CNN,"RT @mmpadellan: @realDonaldTrump @FoxNews @CNN You are melting down because your beloved Fox News is reporting the truth, and you can't STA…",Fri May 22 19:13:14 +0000 2020,0.6808,0.219,0.781,0.0,452
452,@CNN,@CNN Great! We created a chimera in 2020. What the hell could go wrong!?!,Fri May 22 19:13:11 +0000 2020,-0.5386,0.247,0.405,0.348,453
453,@CNN,"@smelky_kid @dvillella @realDonaldTrump @FoxNews @CNN Yes, pretty common knowledge that countries like Brazil and R… https://t.co/aN7GFDehsj",Fri May 22 19:13:09 +0000 2020,0.8126,0.393,0.607,0.0,454
454,@CNN,"RT @CNN: The children of slain Saudi journalist Jamal Khashoggi have publicly forgiven their father's killers, sparing five government agen…",Fri May 22 19:13:08 +0000 2020,-0.4019,0.104,0.723,0.173,455
455,@CNN,"@CNN Hey Tubby tRump @realDonaldTrump , please explain how churches are essential. Faith is not a building. It's ab… https://t.co/iqbe5GFrlG",Fri May 22 19:13:06 +0000 2020,0.6249,0.221,0.779,0.0,456
456,@CNN,"@denreill @mmpadellan @realDonaldTrump @FoxNews @CNN Why is That,??? You think Maybe its Trump and Power??",Fri May 22 19:13:05 +0000 2020,0.0,0.0,1.0,0.0,457
457,@CNN,"@barbie_nepotism @CNNnewsroom @CNN Well, I assume you know best if you have symptoms. I can’t see my colleague has… https://t.co/8Nd5yVG4A6",Fri May 22 19:13:01 +0000 2020,0.743,0.259,0.741,0.0,458
458,@CNN,@newtnewtriot @KappaTau7 @CNN Theres actually tons of evidence...the American association of Physicians recommends hydroxychloroquine.,Fri May 22 19:12:56 +0000 2020,0.2263,0.128,0.872,0.0,459
459,@CNN,@realDonaldTrump @FoxNews @CNN YOU A REAL ONE TRUMP,Fri May 22 19:12:54 +0000 2020,0.0,0.0,1.0,0.0,460
460,@CNN,@GOPChairwoman @realDonaldTrump That is crazy @CNN @brianstelter @oliverdarcy do better fellas,Fri May 22 19:12:49 +0000 2020,0.128,0.203,0.629,0.168,461
461,@CNN,"@GDickey728 @JoeBiden @TheDemocrats @DNC @CNN @MSNBC @nytimes @washingtonpost This is all FAKE news, hence the reas… https://t.co/6Dp9hSsE7y",Fri May 22 19:12:48 +0000 2020,-0.5904,0.0,0.807,0.193,462
462,@CNN,"RT @CNN: Secretary of State Mike Pompeo has condemned China's proposed national security law for Hong Kong, warning that the passage of the…",Fri May 22 19:12:47 +0000 2020,-0.4404,0.087,0.722,0.191,463
463,@CNN,@AColdBeer2 @BurrissRebecca @CNN You can't prove a negative.,Fri May 22 19:12:42 +0000 2020,0.4585,0.3,0.7,0.0,464
464,@CNN,@TheTiginator @artabenoza @AshaRainn @kitcatrice13 @tonyposnanski @realDonaldTrump @FoxNews @CNN 🤣🤣🤣👌👌,Fri May 22 19:12:39 +0000 2020,0.9677,0.522,0.478,0.0,465
465,@CNN,RT @socalaura: @TalbertSwan @realDonaldTrump @FoxNews @CNN #FauxNews  #UnfitToBePresident https://t.co/o3E2sOZkZs,Fri May 22 19:12:38 +0000 2020,0.0,0.0,1.0,0.0,466
466,@CNN,"@realDonaldTrump @FoxNews @CNN Fox News is not an American company.  Aren't  they owned by a Saudi?
Hows was that s… https://t.co/5jXGZZNQA7",Fri May 22 19:12:37 +0000 2020,0.0,0.0,1.0,0.0,467
467,@CNN,@davidlu21041736 @CNN I’m not assuming. I was told! And I’m not judging anyone. No need to be defensive.😊👍,Fri May 22 19:12:33 +0000 2020,0.8063,0.306,0.694,0.0,468
468,@CNN,@CNN What has this country come to. I have an idea everyone let’s legalize heroin next!,Fri May 22 19:12:31 +0000 2020,-0.5411,0.0,0.811,0.189,469
469,@CNN,@realDonaldTrump @FoxNews @CNN You are reaching Tanning Bed Tantrum King.,Fri May 22 19:12:29 +0000 2020,-0.25,0.143,0.635,0.222,470
470,@CNN,"RT @LisaMei62: Ugh...@CNN is reporting that a new study is showing that there is an ""increased risk of death in Coronavirus patients"" for t…",Fri May 22 19:12:29 +0000 2020,-0.5994,0.072,0.722,0.206,471
471,@CNN,"@GroschStephen @Janna_802 @CNN We get taxed on our firearms.

And yes, Churches should pay taxes... https://t.co/r95YGa2eHS",Fri May 22 19:12:29 +0000 2020,0.3182,0.149,0.773,0.077,472
472,@CNN,"@CNN Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majorit… https://t.co/0rWoLxyAKV",Fri May 22 19:12:28 +0000 2020,0.0,0.0,1.0,0.0,473
473,@CNN,@CNN i wonder if liberals and LGBTQ+++  will blame jews and muslims for opening houses of worship  or only blame th… https://t.co/w4jBjq5W93,Fri May 22 19:12:27 +0000 2020,-0.3818,0.085,0.731,0.185,474
474,@CNN,@CNN How curious the study is published 22May2020. Just a few days President Trump said he was taking it as prophyl… https://t.co/a74OSUXVSh,Fri May 22 19:12:21 +0000 2020,0.3182,0.099,0.901,0.0,475
475,@CNN,@AlexLunaViewof1 @CNN What a bully!,Fri May 22 19:12:21 +0000 2020,-0.5411,0.0,0.534,0.466,476
476,@CNN,"@paulshields333 @CNN The chance you surive and not die from the coronavirus =/&gt;99%.
#Facts",Fri May 22 19:12:20 +0000 2020,0.6305,0.3,0.7,0.0,477
477,@CNN,@HowWeFeel @GovNedLamont How is it that stop &amp; shop is open but tens of thousands of businesses are closed - U have… https://t.co/4ZFvVLbj2w,Fri May 22 19:12:17 +0000 2020,-0.1531,0.0,0.932,0.068,478
478,@CNN,RT @CNN: Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or develop danger…,Fri May 22 19:12:14 +0000 2020,-0.8255,0.0,0.675,0.325,479
479,@CNN,@AlexLunaViewof1 @CNN Whose taking the video and why don't they stop it 😡,Fri May 22 19:12:14 +0000 2020,0.2235,0.127,0.873,0.0,480
480,@CNN,RT @CNN: A church that had been battling city officials over Covid-19 restrictions was destroyed in a fire that investigators believe was i…,Fri May 22 19:12:11 +0000 2020,-0.7717,0.0,0.722,0.278,481
481,@CNN,"@EdwardTHardy @realDonaldTrump @FoxNews @CNN That's funny right there. He will win with a landslide, no one wants a… https://t.co/OYzV6f2OKO",Fri May 22 19:12:10 +0000 2020,0.6705,0.269,0.643,0.088,482
482,@CNN,@CNN Even while wearing a whitehood?,Fri May 22 19:12:09 +0000 2020,0.0,0.0,1.0,0.0,483
483,@CNN,"@louxy77 @pantomath__ @realDonaldTrump @FoxNews @CNN Wow, I love this clip!!  What a stark difference from Barack a… https://t.co/r5IjH0KaAN",Fri May 22 19:12:07 +0000 2020,0.8619,0.349,0.651,0.0,484
484,@CNN,"RT @CNN: A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam District https:…",Fri May 22 19:12:05 +0000 2020,0.0,0.0,1.0,0.0,485
485,@CNN,@CNN Get the fuck out of here...a rational thinking republican.,Fri May 22 19:12:03 +0000 2020,-0.5423,0.0,0.72,0.28,486
486,@CNN,RT @CNN: A Dutch court has ordered a woman to remove photos of her grandchildren from Facebook. The grandmother had made the photos public…,Fri May 22 19:12:00 +0000 2020,0.0,0.0,1.0,0.0,487
487,@CNN,"@realDonaldTrump @FoxNews @CNN Reality is catching up, eben at FOX.",Fri May 22 19:12:00 +0000 2020,0.0,0.0,1.0,0.0,488
488,@CNN,@bleu_fog @eaglesdad89 @PeterArcher37 @RefugeeNik @CNN It's a treatment. Not a cure. It was determined that it was… https://t.co/EzfEyKCxHK,Fri May 22 19:12:00 +0000 2020,0.34,0.124,0.876,0.0,489
489,@CNN,"@CNN @MayorDanGelber J aime Miami je suis allé une dizaine de fois pour les vacances, c est un endroit sure propre,… https://t.co/VSjnAaUMEJ",Fri May 22 19:11:59 +0000 2020,0.3182,0.099,0.901,0.0,490
490,@CNN,@CNN You write that article but push stay at home,Fri May 22 19:11:58 +0000 2020,0.0,0.0,1.0,0.0,491
491,@CNN,"RT @CNN: Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of states that hav…",Fri May 22 19:11:58 +0000 2020,0.0,0.0,1.0,0.0,492
492,@CNN,@CNN https://t.co/N0urkzdkhl,Fri May 22 19:11:53 +0000 2020,0.0,0.0,1.0,0.0,493
493,@CNN,@denreill @mmpadellan @realDonaldTrump @FoxNews @CNN I Sure Hope you are Honestly Right!!💯,Fri May 22 19:11:52 +0000 2020,0.8309,0.444,0.556,0.0,494
494,@CNN,@real_defender @realDonaldTrump @FoxNews @CNN No we are defending NOT!,Fri May 22 19:11:52 +0000 2020,-0.3595,0.0,0.762,0.238,495
495,@CNN,@realDonaldTrump @FoxNews @CNN Hold up mate. Isn’t CNN fake news?,Fri May 22 19:11:51 +0000 2020,-0.4767,0.0,0.744,0.256,496
496,@CNN,@CNN Of COURSE it’s from CNN. https://t.co/4H7tZ7Uvg8,Fri May 22 19:11:47 +0000 2020,0.0,0.0,1.0,0.0,497
497,@CNN,@CNN  here is another clip you can try to spin or manipulate.  Just like everything else you report on.  Worst netw… https://t.co/U4TjDRYPmr,Fri May 22 19:11:47 +0000 2020,-0.3818,0.094,0.752,0.154,498
498,@CNN,@Vickyro86991203 @tomlaz1968 @JustElegant1 @ChidiNwatu @realDonaldTrump @FoxNews @CNN The Constitution of the Unite… https://t.co/tw1cILDljT,Fri May 22 19:11:41 +0000 2020,0.0,0.0,1.0,0.0,499
499,@CNN,@WalterJ26923799 @AColdBeer2 @BurrissRebecca @CNN We don't have God in Canada. SMH,Fri May 22 19:11:41 +0000 2020,-0.5923,0.0,0.65,0.35,500
500,@CNN,"RT @LSHTM: “We need to make sure that everybody who needs it, gets it. And that it’s not just limited to a few countries that produce these…",Fri May 22 19:11:40 +0000 2020,0.4526,0.137,0.863,0.0,501
501,@CNN,"I'm watching CNN @CNN and disgusted, this guy's hate Jesus, Love abortion, They are disgusted that Churches will open,
ANTI-CHRISTIANS",Fri May 22 19:11:40 +0000 2020,-0.743,0.137,0.521,0.342,502
502,@CNN,@realDonaldTrump @FoxNews @CNN I believe the correct term would be “looking up”,Fri May 22 19:11:37 +0000 2020,0.0,0.0,1.0,0.0,503
503,@CNN,@CraigSh8 @real_defender @realDonaldTrump @FoxNews @CNN https://t.co/vRVStnugWR,Fri May 22 19:11:36 +0000 2020,0.0,0.0,1.0,0.0,504
504,@CNN,"RT @CNN: Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of states that hav…",Fri May 22 19:11:29 +0000 2020,0.0,0.0,1.0,0.0,505
505,@CNN,@RefugeeNik @CNN plenty of positive studies....,Fri May 22 19:11:28 +0000 2020,0.5574,0.419,0.581,0.0,506
506,@CNN,"@CNN será que a Daniela Lima consegue bloquear também meu acesso à CNN, igual me bloqueou abaixo? Sentar ao lado de… https://t.co/NCdtpzUZMp",Fri May 22 19:11:26 +0000 2020,0.0,0.0,1.0,0.0,507
507,@CNN,@CNN That's what I told my parents when they had asked if I consumed drugs and I had said no and they caught me later on,Fri May 22 19:11:26 +0000 2020,-0.296,0.0,0.919,0.081,508
508,@CNN,"RT @CNN: Michigan's AG slammed President Trump for ""conveying the worst possible message"" by refusing to wear a mask in front of cameras du…",Fri May 22 19:11:25 +0000 2020,-0.7783,0.0,0.764,0.236,509
509,@CNN,@CNN What’s next meth? Maybe heroin smfh...,Fri May 22 19:11:25 +0000 2020,-0.4939,0.0,0.652,0.348,510
510,@CNN,@realDonaldTrump @FoxNews @CNN The truth is difficult for you,Fri May 22 19:11:24 +0000 2020,-0.0516,0.195,0.593,0.212,511
511,@CNN,"@CNN CNN is a trash 🗑,  fake news.",Fri May 22 19:11:21 +0000 2020,-0.4767,0.0,0.693,0.307,512
512,@CNN,@JanineCostelo @CarmineSabia @realDonaldTrump @FoxNews @CNN So he was the Vice President of Obama and and supported… https://t.co/tUpcsOOWTy,Fri May 22 19:11:20 +0000 2020,0.0,0.0,1.0,0.0,513
513,@CNN,@ryanstruyk Why can’t @CNN just drop this subject? Trump is lying about taking it. Call his bluff and move on. Let him prove he took it.,Fri May 22 19:11:19 +0000 2020,-0.6705,0.0,0.814,0.186,514
514,@CNN,"@barbie_nepotism @CNN No. It's. our. right. 
Should. not. have. Been. ""Taken away."" In. the. first. Place.",Fri May 22 19:11:18 +0000 2020,0.0,0.0,1.0,0.0,515
515,@CNN,@realDonaldTrump @FoxNews @CNN Hi Mr President: The media does not exist to serve you personally.  They’re not thei… https://t.co/hNTIHURsbX,Fri May 22 19:11:18 +0000 2020,0.0,0.0,1.0,0.0,516
516,@CNN,@CNN That guys on a role,Fri May 22 19:11:17 +0000 2020,0.0,0.0,1.0,0.0,517
517,@CNN,@mariokiller64 @TrippettaRaffe @MiniZenLife @EmberStudio1 @CNN There has never been a pandemic that relied on the u… https://t.co/ch9VnOfrQk,Fri May 22 19:11:15 +0000 2020,0.0,0.0,1.0,0.0,518
518,@CNN,@smpmoore @RioYoung13 @DamienBellew @EmberStudio1 @Real_A_R @CNN @KMCRadio A radio host with no doctorate? Not a doctor as well,Fri May 22 19:11:12 +0000 2020,-0.0258,0.103,0.788,0.108,519
519,@CNN,@Landofjohnv @racistbegone @Kahntact @GOPChairwoman @realDonaldTrump @CNN and @MSNBC are propagandistic arms for fo… https://t.co/yKdxPdQ7ZJ,Fri May 22 19:11:08 +0000 2020,0.0,0.0,1.0,0.0,520
520,@CNN,@louxy77 @pantomath__ @realDonaldTrump @FoxNews @CNN I feel sorry for her. She is an abuse victim.,Fri May 22 19:11:08 +0000 2020,-0.765,0.0,0.612,0.388,521
521,@CNN,@realDonaldTrump @FoxNews @CNN https://t.co/fLrLOifmeM,Fri May 22 19:11:06 +0000 2020,0.0,0.0,1.0,0.0,522
522,@CNN,@JenMahlman @NechamaAGluck @RepJerryNadler @JonathanHerzog5 @errollouis @FoxNewsSunday @VanJones68 @CNN… https://t.co/hZq6vkE9Ya,Fri May 22 19:11:05 +0000 2020,0.0,0.0,1.0,0.0,523
523,@CNN,"RT @CNN: President Trump announced that his administration is issuing guidance deeming places of worship ""essential"" during the coronavirus…",Fri May 22 19:11:05 +0000 2020,0.296,0.109,0.891,0.0,524
524,@CNN,"RT @RScottTaylor62: @Shawna_7777 Kayleigh just torched the Media! OMG! I am in love...
@realDonaldTrump @PressSec @FoxNews @CNN @MSNBC http…",Fri May 22 19:11:05 +0000 2020,0.6988,0.21,0.79,0.0,525
525,@CNN,@CNN https://t.co/VeDREG3O9t,Fri May 22 19:11:05 +0000 2020,0.0,0.0,1.0,0.0,526
526,@CNN,"@BurrissRebecca @AColdBeer2 @CNN Naw, just ask Santa Claus, the Easter Bunny and the Tooth Fairy to pay me a visit.… https://t.co/N4EG5kE8vU",Fri May 22 19:11:03 +0000 2020,-0.1027,0.0,0.935,0.065,527
527,@CNN,@realDonaldTrump @FoxNews @CNN I meant for all you do for us!!!👏🏻💖🇺🇸👍,Fri May 22 19:11:02 +0000 2020,0.4724,0.139,0.861,0.0,528
